924	439,2409,6995,11860,15416,43748,45881
8941	8942,8939,8943,8944,8945,8940
8942	8938,8939,8941,8946,8940,8943,8944
9019	320,9018,9017,9020,9022,317,9023
9020	9021,320,9016,9017,9019,9022,317,9023
9021	9020,320,9016,9017,9022,317,9023
9022	9019,9020,9021,317,320,9016,9017,9023
9990	9987,9988,9989,35667,13134,13478,13877,34299,34485,34642
9992	9987,9989,9988,35667,9991
9993	9991,35667,13134,13478,13877,34299,34485,34642,37941
